dataset,random_seed,forecast_model,cf_model,horizon,desired_change,fraction_std,forecast_smape,forecast_mase,validity_ratio,proximity,compactness,step_validity_auc
cif2016,39,nbeats,BaseNN,12,0.1,2.5,11.060504858335745,1.6652246934992538,0.7716049382716049,1.5184418267151818,0.017592592592592597,0.6330054012345679
cif2016,39,wavenet,ForecastCF,12,0.1,2.5,9.229029622886715,1.3340127061485476,0.8362268518518519,0.17986421080999498,0.7722222222222221,0.7618634259259259
cif2016,39,wavenet,BaseShift,12,0.1,2.5,9.229029622886715,1.3340127061485476,0.621141975308642,0.26535478267092205,0.09074074074074075,0.29552469135802467
cif2016,39,wavenet,BaseNN,12,0.1,2.5,9.229029622886715,1.3340127061485476,0.513695987654321,1.5184418267151818,0.017592592592592597,0.15181327160493827
cif2016,39,seq2seq,ForecastCF,12,0.1,2.5,11.431560400721766,1.6217066261339284,0.8435570987654322,0.07274691030268753,0.8175925925925924,0.7570408950617283
cif2016,39,seq2seq,BaseShift,12,0.1,2.5,11.431560400721766,1.6217066261339284,0.703125,0.26535478267092205,0.09074074074074075,0.6197916666666666
cif2016,39,seq2seq,BaseNN,12,0.1,2.5,11.431560400721766,1.6217066261339284,0.7484567901234569,1.5184418267151818,0.017592592592592597,0.6023341049382716
cif2016,39,gru,ForecastCF,12,0.1,2.5,11.035120740527384,1.5141319376568336,0.8537808641975309,0.06775889965603592,0.7745370370370369,0.7719907407407407
cif2016,39,gru,BaseShift,12,0.1,2.5,11.035120740527384,1.5141319376568336,0.742283950617284,0.26535478267092205,0.09074074074074075,0.6577932098765432
cif2016,39,gru,BaseNN,12,0.1,2.5,11.035120740527384,1.5141319376568336,0.7372685185185185,1.5184418267151818,0.017592592592592597,0.6208526234567903
cif2016,39,nbeats,ForecastCF,12,0.1,2.75,11.060504858335745,1.6652246934992538,0.8379629629629629,0.16494206878721135,0.5979938271604939,0.7597415123456792
